video_name,subcategory,category,client_id,split,server_test,full_path,brightness_score,is_night,trigger_night,indoor_score,is_indoor,dominant_scene,trigger_indoor,max_persons,avg_persons,is_crowded,trigger_crowded
Arson032_x264.mp4,Arson,Anomaly,N/A,test,yes,./anomaly\Arson\Arson032_x264.mp4,46.67366536,TRUE,TRUE,0.460309448,FALSE,home_theater,FALSE,0,0,FALSE,FALSE
Arson049_x264.mp4,Arson,Anomaly,N/A,test,yes,./anomaly\Arson\Arson049_x264.mp4,71.54987891,TRUE,TRUE,0.483849064,FALSE,home_theater,FALSE,0,0,FALSE,FALSE
Arson019_x264.mp4,Arson,Anomaly,N/A,test,yes,./anomaly\Arson\Arson019_x264.mp4,91.74095443,FALSE,FALSE,0.288552656,FALSE,driveway,FALSE,1,0.1,FALSE,FALSE
Arson052_x264.mp4,Arson,Anomaly,N/A,test,yes,./anomaly\Arson\Arson052_x264.mp4,37.09093359,TRUE,TRUE,0.606043198,TRUE,elevator_shaft,TRUE,1,0.2,FALSE,FALSE
Arson028_x264.mp4,Arson,Anomaly,N/A,test,yes,./anomaly\Arson\Arson028_x264.mp4,104.7496198,FALSE,FALSE,0.558772605,TRUE,engine_room,TRUE,0,0,FALSE,FALSE
Arson027_x264.mp4,Arson,Anomaly,N/A,test,yes,./anomaly\Arson\Arson027_x264.mp4,113.0109701,FALSE,FALSE,0.591719626,TRUE,boat_deck,TRUE,1,0.1,FALSE,FALSE
Arson035_x264.mp4,Arson,Anomaly,N/A,test,yes,./anomaly\Arson\Arson035_x264.mp4,55.6644401,TRUE,TRUE,0.575316444,TRUE,home_theater,TRUE,1,0.2,FALSE,FALSE
Arson021_x264.mp4,Arson,Anomaly,N/A,test,yes,./anomaly\Arson\Arson021_x264.mp4,65.69935807,TRUE,TRUE,0.352949727,FALSE,movie_theater/indoor,FALSE,1,0.1,FALSE,FALSE
Arson041_x264.mp4,Arson,Anomaly,Client 4: NParks,train,no,./anomaly\Arson\Arson041_x264.mp4,62.8086276,TRUE,TRUE,0.366139521,FALSE,home_theater,FALSE,1,0.3,FALSE,FALSE
Arson045_x264.mp4,Arson,Anomaly,Client 4: NParks,train,no,./anomaly\Arson\Arson045_x264.mp4,68.17674219,TRUE,TRUE,0.523824122,TRUE,movie_theater/indoor,TRUE,1,0.2,FALSE,FALSE
Arson003_x264.mp4,Arson,Anomaly,Client 4: NParks,train,no,./anomaly\Arson\Arson003_x264.mp4,66.61039323,TRUE,TRUE,0.466429318,FALSE,conference_room,FALSE,0,0,FALSE,FALSE
Arson017_x264.mp4,Arson,Anomaly,Client 4: NParks,train,no,./anomaly\Arson\Arson017_x264.mp4,96.42785938,FALSE,FALSE,0.374232055,FALSE,dam,FALSE,2,0.4,FALSE,FALSE
Arson037_x264.mp4,Arson,Anomaly,Client 4: NParks,train,no,./anomaly\Arson\Arson037_x264.mp4,50.04233333,TRUE,TRUE,0.545208722,TRUE,clothing_store,TRUE,0,0,FALSE,FALSE
Arson024_x264.mp4,Arson,Anomaly,Client 4: NParks,train,no,./anomaly\Arson\Arson024_x264.mp4,93.85725391,FALSE,FALSE,0.693706467,TRUE,movie_theater/indoor,TRUE,2,0.7,FALSE,FALSE
Arson022_x264.mp4,Arson,Anomaly,Client 4: NParks,train,no,./anomaly\Arson\Arson022_x264.mp4,87.73402604,FALSE,FALSE,0.725414258,TRUE,dorm_room,TRUE,1,0.3,FALSE,FALSE
Arson051_x264.mp4,Arson,Anomaly,Client 4: NParks,train,no,./anomaly\Arson\Arson051_x264.mp4,70.45899219,TRUE,TRUE,0.68522121,TRUE,auto_showroom,TRUE,0,0,FALSE,FALSE
Arson029_x264.mp4,Arson,Anomaly,Client 4: NParks,train,no,./anomaly\Arson\Arson029_x264.mp4,105.6300234,FALSE,FALSE,0.928811924,TRUE,bus_interior,TRUE,1,0.4,FALSE,FALSE
Arson023_x264.mp4,Arson,Anomaly,Client 4: NParks,train,no,./anomaly\Arson\Arson023_x264.mp4,79.47530078,TRUE,TRUE,0.43364955,FALSE,iceberg,FALSE,1,0.2,FALSE,FALSE
Arson014_x264.mp4,Arson,Anomaly,Client 4: NParks,train,no,./anomaly\Arson\Arson014_x264.mp4,116.6975938,FALSE,FALSE,0.565175977,TRUE,discotheque,TRUE,0,0,FALSE,FALSE
Arson053_x264.mp4,Arson,Anomaly,Client 4: NParks,train,no,./anomaly\Arson\Arson053_x264.mp4,59.29888411,TRUE,TRUE,0.544583696,TRUE,stage/indoor,TRUE,1,0.1,FALSE,FALSE
